Animal_Name,Common_Name,Age_Class,Sex,Occurrence,Strand_Date,County,City,Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Status,Status_2,Disposition_Date,COD_List_Side,Diagnosis_List_Side
Simba,California Sea Lion,Adult,Female,1,11/12/14,Santa Cruz,Watsonville,Sunset State Beach,,36.8965,-121.8398,11/12/14,euthanasia,,11/15/14,"euthanasia, carcinoma, domoic acid toxicity (chronic)",neoplasia
Oscar Garcia,California Sea Lion,Subadult,Female,1,11/27/14,Mendocino,,Spring Ranch State Reserve,,39.2724,-123.7954,11/28/14,released,,12/15/14,,"domoic acid toxicity (acute), trauma"
Mashed Potato,California Sea Lion,Adult,Female,1,12/1/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,north of rock on beach 100 yards ,35.37,-120.863,12/1/14,released,,12/15/14,,domoic acid toxicity (acute)
Gatsby,California Sea Lion,Adult,Male,1,12/6/14,San Francisco,San Francisco,Ocean Beach,just south of Cliff House,37.774,-122.518,12/6/14,euthanasia,,12/8/14,"euthanasia, peritonitis",domoic acid toxicity (acute)
Fezziwig,California Sea Lion,Subadult,Female,1,12/18/14,San Luis Obispo,Cayucos,Cayucos Beach,100 yards south of creek entrance ,35.4299,-120.8853,12/18/14,released,,12/30/14,,domoic acid toxicity (acute)
Festive,California Sea Lion,Juvenile,Male,1,12/19/14,Santa Cruz,Santa Cruz,Cowell Beach,,36.9606,-122.0252,12/19/14,euthanasia,,12/19/14,"euthanasia, domoic acid toxicity (acute)",
Fezziwig (restrand),California Sea Lion,Subadult,Female,1,1/5/15,Santa Cruz,Live Oak,Corcoran Lagoon Beach,"Tucked, seizures, lethargic ",36.957,-121.9803,1/5/15,euthanasia,,1/5/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Zaz,California Sea Lion,Adult,Female,1,1/9/15,Santa Cruz,Santa Cruz,Cowell Beach,In front of Dream Inn,36.9606,-122.0252,1/9/15,euthanasia,,1/25/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (acute)
Zeno,California Sea Lion,Adult,Female,1,1/10/15,Santa Cruz,La Selva,Manresa State Beach,,36.9348,-121.8656,1/10/15,released,,2/5/15,,"domoic acid toxicity (acute), malnutrition"
Moving Day,California Sea Lion,Adult,Female,1,1/11/15,San Luis Obispo,Cayucos,Cayucos Beach,24th street entrance ,35.4367,-120.8916,1/11/15,euthanasia,,1/25/15,"euthanasia, domoic acid toxicity (chronic), malnutrition","malnutrition, domoic acid toxicity (chronic)"
Shawkal,California Sea Lion,Adult,Male,1,1/16/15,San Luis Obispo,Avila Beach,Port San Luis Pier and Beach,Boat launch ramp,35.172,-120.756,1/16/15,euthanasia,,1/24/15,"euthanasia, domoic acid toxicity (chronic), trauma","malnutrition, gunshot, domoic acid toxicity (chronic)"
Sakkura,California Sea Lion,Adult,Female,1,1/25/15,Monterey,Pacific Grove,Point Pinos,,36.6343,-121.9389,1/25/15,died in treatment,,1/25/15,"domoic acid toxicity (acute), malnutrition",
Helga,California Sea Lion,Adult,Female,1,1/28/15,Santa Barbara,Carpinteria,Rincon Point,,34.735,-119.4733,1/28/15,died in treatment,,1/29/15,"domoic acid toxicity (chronic), gastritis, gunshot",
Squirtz,California Sea Lion,Subadult,Male,1,2/1/15,Monterey,Moss Landing,Moss Landing Harbor,E Dock,36.8014,-121.7871,2/1/15,died during transport,,2/4/15,domoic acid toxicity (acute),
Madrigal ,California Sea Lion,Subadult,Female,1,2/1/15,Marin,,Agate Beach,1 mile north on beach ,37.9021,-122.7223,2/1/15,died in treatment,,2/14/15,malnutrition,
Grubbly,California Sea Lion,Adult,Female,1,2/4/15,San Luis Obispo,Morro Bay,Morro Rock and Beach,100 yards north of rock,35.3734,-120.8652,2/4/15,euthanasia,,2/9/15,"euthanasia, trauma, malnutrition",
Cookies,California Sea Lion,Adult,Female,1,2/5/15,San Luis Obispo,Morro Bay,Morro Bay Sand Spit (Montana de Oro State Park),"Sand Spit Beach, by 4th sand marker",35.3342,-120.8656,2/5/15,euthanasia,,2/17/15,"euthanasia, cardiomyopathy, domoic acid toxicity (chronic), entanglement","entanglement, domoic acid toxicity (chronic), malnutrition"
Ogg,California Sea Lion,Adult,Female,1,2/6/15,Santa Barbara,Santa Barbara,West Beach (Hopkins Marine Station),,34.4095,-119.6898,2/7/15,euthanasia,,2/12/15,"domoic acid toxicity (chronic), malnutrition",malnutrition
Cesar,California Sea Lion,Adult,Female,1,2/8/15,Santa Cruz,Santa Cruz,Its Beach,To the right of cove.,36.9507,-122.0266,2/8/15,died in treatment,,2/9/15,"domoic acid toxicity (acute), carcinoma",domoic acid toxicity 
Gerda,California Sea Lion,Adult,Female,1,2/9/15,San Luis Obispo,Cayucos,Morro Strand State Beach - North,,35.417,-120.881,2/9/15,euthanasia,,2/12/15,"domoic acid toxicity (acute), malnutrition",
Jessica,California Sea Lion,Adult,Female,1,2/14/15,Monterey,Pacific Grove,,intersection of Ocean View and Acropolis Street ,36.6361,-121.9295,2/14/15,euthanasia,,2/17/15,"euthanasia, carcinoma","malnutrition, domoic acid toxicity (chronic), carcinoma"
Capwood,California Sea Lion,Adult,Female,1,2/14/15,Santa Cruz,Capitola,Capitola City Beach,in front of bathrooms,36.962,-121.945,2/14/15,died in treatment,,2/19/15,"domoic acid toxicity (chronic), malnutrition, carcinoma","malnutrition, domoic acid toxicity (chronic)"
Island Bob,California Sea Lion,Adult,Female,1,2/14/15,Monterey,Pebble Beach,Spanish Bay,parking lot,36.614,-121.951,2/14/15,euthanasia,,2/16/15,"euthanasia, pneumonia",domoic acid toxicity (chronic)
Explorer,California Sea Lion,Subadult,Male,1,2/15/15,Monterey,Pebble Beach,17 Mile Drive,entrance down bird rock road into main parking lot,36.591,-121.968,2/15/15,euthanasia,,2/20/15,"euthanasia, domoic acid toxicity (chronic)",malnutrition
Big Pua,California Sea Lion,Subadult,Male,1,2/16/15,San Luis Obispo,Avila Beach,Port San Luis Pier (Hartford Pier),under the pier on metal platform,35.1743,-120.7553,2/16/15,euthanasia,,3/4/15,"euthanasia, domoic acid toxicity (chronic)",malnutrition
Lulu Moon,California Sea Lion,Adult,Female,1,2/16/15,Monterey,Pacific Grove,Perkins Park,"Oceanview & Esplanade, Perkins Park",36.6317,-121.9221,2/16/15,euthanasia,,2/21/15,"euthanasia, domoic acid toxicity (chronic)","malnutrition, domoic acid toxicity (chronic)"
Monitor,California Sea Lion,Adult,Female,1,2/16/15,Santa Barbara,Goleta,Coal Oil Point,,34.4078,-119.8768,2/17/15,euthanasia,,2/17/15,"euthanasia, domoic acid toxicity (acute)",
Tahluah,California Sea Lion,Adult,Female,1,2/22/15,Santa Barbara,Santa Barbara,,Mesa Lane,34.3965,-119.7307,2/22/15,euthanasia,,2/22/15,"euthanasia, domoic acid toxicity (chronic), pneumonia",
Alouie,California Sea Lion,Adult,Female,1,2/25/15,Monterey,Pacific Grove,Moss Beach,,36.6145,-121.9462,2/25/15,euthanasia,,3/4/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Ponyo,California Sea Lion,Juvenile,Male,1,2/27/15,Monterey,Monterey,Del Monte Beach,Case Verde cross street in front of wood condos,36.6056,-121.8685,2/27/15,euthanasia,,3/17/15,"euthanasia, encephalopathy",domoic acid toxicity (chronic)
Karen Light,California Sea Lion,Adult,Female,1,3/1/15,Monterey,Moss Landing,Moss Landing State Beach,,36.813,-121.796,3/1/15,euthanasia,,3/4/15,"euthanasia, domoic acid toxicity (chronic), malnutrition",domoic acid toxicity (chronic)
Wakaranai,California Sea Lion,Juvenile,Male,1,3/2/15,Monterey,Moss Landing,Salinas River State Beach,,36.789,-121.7943,3/2/15,died in treatment,,3/4/15,domoic acid toxicity (acute),domoic acid toxicity (acute)
Palabria,California Sea Lion,Adult,Female,1,3/3/15,Santa Barbara,Santa Barbara,Bracimar,,34.4113,-119.6878,3/4/15,euthanasia,,3/4/15,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Scooby,California Sea Lion,Adult,Female,1,3/5/15,Santa Cruz,Santa Cruz,Mitchells Cove,,36.9528,-122.0379,3/5/15,euthanasia,,3/19/15,"euthanasia, malnutrition, domoic acid toxicity (chronic)","malnutrition, domoic acid toxicity (chronic), pneumonia"
Swash,California Sea Lion,Juvenile,Male,1,3/6/15,Monterey,Pebble Beach,17 Mile Drive,Cypress Point Club,36.5794,-121.9784,3/6/15,euthanasia,,3/13/15,"euthanasia, encephalitis, domoic acid toxicity (chronic)","malnutrition, domoic acid toxicity (chronic)"
Rafael,California Sea Lion,Juvenile,Male,1,3/7/15,Mendocino,Fort Bragg,Seaside Beach,,39.5538,-123.7681,3/7/15,released,,4/3/15,,"malnutrition, domoic acid toxicity (chronic)"
Red Velvet,California Sea Lion,Adult,Female,1,3/7/15,Santa Cruz,Santa Cruz,Its Beach,Far left side of beach,36.9507,-122.0266,3/7/15,died in treatment,,3/8/15,"domoic acid toxicity (acute), malnutrition","malnutrition, domoic acid toxicity (acute)"
Happy Flipper,California Sea Lion,Adult,Female,1,3/9/15,San Luis Obispo,Cayucos,Cayucos State Beach,,35.4255,-120.8822,3/9/15,died in treatment,,3/15/15,domoic acid toxicity,domoic acid toxicity 
Alate,California Sea Lion,Adult,Female,1,3/11/15,Santa Cruz,Santa Cruz,Its Beach,,36.9507,-122.0266,3/11/15,died in treatment,,3/13/15,"domoic acid toxicity (chronic), malnutrition","malnutrition, domoic acid toxicity (chronic)"
Super Charger,California Sea Lion,Adult,Female,1,3/12/15,Santa Cruz,Santa Cruz,Cowell Beach,Just above tide line.,36.9606,-122.0252,3/12/15,euthanasia,,3/17/15,"euthanasia, domoic acid toxicity (chronic), malnutrition","domoic acid toxicity (chronic), malnutrition"
Kisska,California Sea Lion,Juvenile,Male,1,3/14/15,Monterey,Moss Landing,Salinas River State Beach,"North end of Salinas River State Beach, 100 yards South of MBARI",36.7933,-121.793,3/14/15,euthanasia,,3/17/15,"euthanasia, domoic acid toxicity (chronic), pneumonia","malnutrition, domoic acid toxicity (chronic)"
Pegasus,California Sea Lion,Adult,Female,1,3/14/15,Monterey,Pacific Grove,Moss Beach,,36.6112,-121.9475,3/16/15,euthanasia,,3/27/15,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), oil"
Delmontico,California Sea Lion,Juvenile,Male,1,3/15/15,Monterey,Monterey,Del Monte Beach,"Up in brush, next to second set of volleyball nets",36.6033,-121.8737,3/15/15,euthanasia,,3/18/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Grumpy,California Sea Lion,Juvenile,Male,1,3/16/15,San Mateo,Half Moon Bay,Francis Beach,,37.4665,-122.4468,3/16/15,euthanasia,,3/18/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Salty Marina,California Sea Lion,Subadult,Female,1,3/18/15,Monterey,Marina,Marina State Beach,,36.7045,-121.809,3/18/15,euthanasia,,3/23/15,"euthanasia, domoic acid toxicity (chronic)","malnutrition, pneumonia, domoic acid toxicity (chronic)"
Elishka,California Sea Lion,Adult,Female,1,3/19/15,San Luis Obispo,Cayucos,Cayucos State Beach,,35.4482,-120.9053,3/19/15,euthanasia,,3/20/15,"euthanasia, domoic acid toxicity",domoic acid toxicity 
Cypress,California Sea Lion,Adult,Female,1,3/19/15,Marin,Stinson Beach,,South end of beach,37.8919,-122.6355,3/19/15,euthanasia,,3/19/15,"euthanasia, prolapse, domoic acid toxicity",prolapse (body part)
Gus,California Sea Lion,Adult,Female,1,3/21/15,Santa Cruz,La Selva,La Selva Beach,In front of 404 Ocean View Dr.,36.9375,-121.868,3/21/15,died in treatment,,3/23/15,domoic acid toxicity,domoic acid toxicity 
K Frank,California Sea Lion,Yearling,Female,1,3/22/15,Monterey,Monterey,Monterey Harbor,on ramp,36.6039,-121.8934,3/22/15,euthanasia,,4/3/15,"euthanasia, domoic acid toxicity","domoic acid toxicity , malnutrition"
Lue,California Sea Lion,Adult,Female,1,3/23/15,San Luis Obispo,San Simeon,Hearst Ranch (Hearst Memorial State Beach),100m down from pier,35.643,-121.1895,3/23/15,euthanasia,,3/26/15,"euthanasia, bronchitis, pneumonia, domoic acid toxicity","domoic acid toxicity , pneumonia, bronchitis"
Glicker,California Sea Lion,Adult,Female,1,3/24/15,Santa Clara,Mountain View,Steven's Creek Trail@ La Avenida,"off trail, by small creek, near highway",37.4113,-122.069,3/24/15,euthanasia,,3/31/15,"euthanasia, domoic acid toxicity",domoic acid toxicity 
Gianachuck,California Sea Lion,Adult,Female,1,3/25/15,Monterey,Monterey,Monterey Harbor,"next to Heritage Harbor, down the trail on the rocks",36.6039,-121.8934,3/25/15,died in treatment,,3/25/15,domoic acid toxicity,"domoic acid toxicity , entanglement"
Chickadee,California Sea Lion,Adult,Female,1,3/29/15,San Luis Obispo,Morro Bay,Morro Strand State Beach - North,100 yards North of entrance,35.394,-120.867,3/29/15,died in treatment,,4/5/15,domoic acid toxicity,"malnutrition, domoic acid toxicity "
Lola,California Sea Lion,Adult,Female,1,3/30/15,San Luis Obispo,Avila Beach,Port San Luis,Halfway down beach in shallow dip in sand,35.1772,-120.7498,3/30/15,euthanasia,,3/31/15,"euthanasia, domoic acid toxicity",domoic acid toxicity 
Ladybug,California Sea Lion,Adult,Female,1,3/31/15,Alameda,Berkeley,Berkeley Marina,trapped in cement diesel bunker enclosure,37.8675,-122.3184,3/31/15,euthanasia,,4/6/15,"euthanasia, domoic acid toxicity (chronic), malnutrition","domoic acid toxicity (chronic), abortion"
Frederick,California Sea Lion,Subadult,Female,1,3/31/15,San Mateo,Pacifica,Sharp Park Beach,"south end of beach, almost to Mori Point",37.629,-122.499,3/31/15,died in treatment,,4/1/15,"domoic acid toxicity (acute), carcinoma",domoic acid toxicity (acute)
Diadem,California Sea Lion,Adult,Female,1,3/31/15,San Mateo,Pacifica,Sharp Park Beach,between creek and parking lot,37.629,-122.499,3/31/15,euthanasia,,4/4/15,"euthanasia, domoic acid toxicity (chronic)","euthanasia, domoic acid toxicity (chronic)"
Oreto,California Sea Lion,Adult,Female,1,3/31/15,Monterey,Monterey,Houghton Roberts Beach,,36.6109,-121.86,3/31/15,died in treatment,,4/1/15,"domoic acid toxicity, bronchitis, pneumonia","bronchitis, domoic acid toxicity , pneumonia"
Honey Bun,California Sea Lion,Subadult,Female,1,3/31/15,Santa Barbara,Santa Barbara,,Sandpiper,34.4295,-119.5755,4/1/15,euthanasia,,4/3/15,"euthanasia, domoic acid toxicity (chronic)",malnutrition
Carrotcake,California Sea Lion,Yearling,Female,1,4/3/15,San Luis Obispo,Morro Bay,Morro Rock and Beach,at circle benches near restrooms,35.372,-120.861,4/3/15,euthanasia,,4/27/15,"euthanasia, domoic acid toxicity (chronic), pneumonia","malnutrition, pneumonia"
Quackers,California Sea Lion,Adult,Female,1,4/3/15,Monterey,Moss Landing,Moss Landing State Beach,100 yards North of the jetty ,36.8192,-121.7946,4/3/15,euthanasia,,4/6/15,"euthanasia, domoic acid toxicity (chronic)","malnutrition, domoic acid toxicity (chronic)"
Bills Buddy,California Sea Lion,Adult,Female,1,4/4/15,San Francisco,Daly City,Fort Funston,half mile north of entrance,37.7209,-122.5056,4/4/15,euthanasia,,4/4/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Jewel,California Sea Lion,Subadult,Female,1,4/11/15,Monterey,Monterey,Monterey Harbor,,36.6039,-121.8934,4/11/15,euthanasia,,4/13/15,"euthanasia, fisheries interaction, domoic acid toxicity (chronic)","fisheries interaction, malnutrition"
Ricky Bobby,California Sea Lion,Juvenile,Male,1,4/12/15,Monterey,Monterey,Monterey Harbor,"Scuba Diver's enterprise, Cannery Row, San Carolos Beach",36.6039,-121.8934,4/12/15,died in treatment,,4/12/15,domoic acid toxicity (acute),domoic acid toxicity (acute)
Ryan's Dream,California Sea Lion,Adult,Female,1,4/18/15,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,,35.109,-120.637,4/18/15,euthanasia,,4/19/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Moonstar,California Sea Lion,Adult,Female,1,4/18/15,San Luis Obispo,Pismo,Pismo Beach Pier,Right under pier,35.1394,-120.6448,4/18/15,euthanasia,,4/19/15,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), malnutrition"
Irisette,California Sea Lion,Yearling,Female,1,4/19/15,Monterey,Moss Landing,Salinas River State Beach,200 ft north of beach entrance,36.789,-121.7943,4/19/15,euthanasia,,4/29/15,"euthanasia, domoic acid toxicity (chronic), malnutrition",malnutrition
Hugo,California Sea Lion,Adult,Female,1,4/20/15,Monterey,Pacific Grove,Perkins Park,707 ocean view blvd,36.634,-121.918,4/20/15,died in treatment,,4/21/15,"domoic acid toxicity (chronic), pneumonia","domoic acid toxicity (chronic), pneumonia"
Cheli,California Sea Lion,Juvenile,Male,1,4/20/15,Santa Cruz,Santa Cruz,Long Marine Lab,,36.9489,-122.0632,4/20/15,euthanasia,,4/21/15,"euthanasia, domoic acid toxicity (chronic), fisheries interaction","entanglement, malnutrition"
Lottery,California Sea Lion,Adult,Female,1,4/23/15,San Mateo,Princeton-by-the-Sea,Pillar Point Harbor,"Mavericks beach, at end of walking trail and at end of jetty to the right on beach",37.4955,-122.4965,4/23/15,died in treatment,,4/26/15,domoic acid toxicity (chronic),"domoic acid toxicity (chronic), oil"
DOA,California Sea Lion,Adult,Female,1,4/23/15,San Luis Obispo,Oceano,Oceano Dunes (Between Post 6 & 7),left 0.5 miles from pismo beach pier,35.053,-120.638,4/23/15,DOA,,4/23/15,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Kamea,California Sea Lion,Adult,Female,1,4/23/15,Monterey,Moss Landing,Jetty Road,,36.8095,-121.7877,4/24/15,died in treatment,,4/24/15,domoic acid toxicity (acute),domoic acid toxicity (acute)
Holstein,California Sea Lion,Adult,Female,1,4/25/15,Monterey,Monterey,Breakwater Cove Marina (Monterey Harbor),On launch ramp,36.6091,-121.894,4/25/15,euthanasia,,5/14/15,"euthanasia, gunshot","domoic acid toxicity (acute), gunshot"
Tomcat,California Sea Lion,Adult,Female,1,4/25/15,San Francisco,San Francisco,Ocean Beach,Sloat just south of parking lot,37.734,-122.5079,4/25/15,euthanasia,,4/26/15,"euthanasia, domoic acid toxicity (chronic), malnutrition",domoic acid toxicity (chronic)
Lilyflower,California Sea Lion,Subadult,Female,1,4/25/15,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.4099,-120.8733,4/25/15,released,,5/30/15,,"malnutrition, domoic acid toxicity (chronic)"
Colleen,California Sea Lion,Adult,Female,1,4/29/15,Monterey,Monterey,Monterey Harbor,Santa Rosalito Beach,36.6039,-121.8934,4/29/15,euthanasia,,5/7/15,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), malnutrition"
Waterloo,California Sea Lion,Adult,Female,1,5/3/15,Santa Cruz,La Selva,Manresa State Beach,1/4 mile north of the tresle,36.929,-121.877,5/3/15,euthanasia,,5/17/15,"euthanasia, malnutrition, domoic acid toxicity (chronic), pneumonia","domoic acid toxicity (chronic), malnutrition"
Shell Shock,California Sea Lion,Adult,Female,1,5/3/15,Santa Cruz,Watsonville,Sunset State Beach,~200 yards from tower #11,36.883,-121.839,5/3/15,euthanasia,,5/5/15,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Butterboo,California Sea Lion,Adult,Female,1,5/3/15,Monterey,Moss Landing,Moss Landing Beach,"end of jetty road on the sand on the inlet side, across from Seaharvest",36.8095,-121.7877,5/3/15,euthanasia,,5/17/15,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), malnutrition"
DOA,California Sea Lion,Adult,Female,1,5/4/15,Santa Cruz,Aptos,Lundborgh Beach (Trestle Beach),,36.9375,-121.868,5/4/15,DOA,,5/4/15,"domoic acid toxicity (chronic), cardiomyopathy",domoic acid toxicity (chronic)
Tracy,California Sea Lion,Adult,Female,1,5/4/15,Monterey,Moss Landing,,"7722 Sandholt Road, aquaculture facility",36.7999,-121.7672,5/4/15,euthanasia,,5/14/15,"euthanasia, domoic acid toxicity (chronic)",malnutrition
Queso,California Sea Lion,Adult,Female,1,5/5/15,Santa Cruz,Santa Cruz,Santa Cruz Municipal Wharf,,36.953,-122.013,5/5/15,died in treatment,,5/7/15,"peritonitis, septicemia, domoic acid toxicity (acute), perforation",domoic acid toxicity (acute)
Padrino,California Sea Lion,Subadult,Female,1,5/5/15,Monterey,Moss Landing,Moss Landing Beach,in front of embassy building,36.801,-121.793,5/5/15,euthanasia,,5/23/15,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), malnutrition"
Klamath,California Sea Lion,Subadult,Female,1,5/5/15,Santa Barbara,Santa Barbara,,hope ranch elevator,34.4078,-119.8768,5/6/15,euthanasia,,5/7/15,"euthanasia, pneumonia, malnutrition, domoic acid toxicity (acute)",malnutrition
